,Unnamed: 0.1,Unnamed: 0,Earliest Release Date,Running Time,Genres,Title_x,Domestic Distributor,Domestic Opening,MPAA,IMDB_ID,ID,Budget,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,Revenue_y,Runtime,Title_y,movie_id,cast_ids,order,director_ids,domestic_revenue,international_revenue,worldwide_revenue
123,123,124,,24 min,Biography Music Short,Few Good Things (2022),,,,tt22528160,933163,0,[10402],['Music'],tt22528160,"[1784, 199073, 199074, 183323]","['Partizan', 'Pivot Gang', 'Soundcloud', 'Pogi Studios']",2/9/22,0,24,Few Good Things,933163,"[3406703, 112343, 4038979, 4038980, 4038981, 4038982, 3170653, 4038984, 4038985, 4038986, 4038987, 4038988, 4038989, 4038990, 4038991, 4038993]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[3406606],,,
124,124,125,,1 hr,Horror,Don't Trick-Or-Treat Alone! (2022),,,,tt21187572,1031488,0,[27],['Horror'],tt21187572,[131735],['SCS Entertainment'],10/1/22,0,60,Don't Trick-Or-Treat Alone!,1031488,"[97621, 3419831, 98918, 2195588, 3726067, 2670378, 3726070, 3691117, 3690972]","[0, 1, 2, 3, 4, 5, 6, 7, 8]",[1267956],,,
125,125,126,,39 min,Drama Short,Caught in the Middle 2 (2022),,,,tt20835710,1097085,0,[18],['Drama'],tt20835710,[195283],['Lock Boy Cinema'],6/3/22,0,39,Caught In The Middle 2,1097085,"[3954185, 3954186, 3954187, 3352516]","[0, 1, 2, 3]",[2803482],,,
126,126,127,,53 min,Sport,World Class Bass Lakes of Southern California (2022),,,,tt27050706,1097108,0,[99],['Documentary'],tt27050706,[195266],['Gravitas'],1/1/22,0,53,World Class Bass Lakes of Southern California,1097108,[3160413],[0],[3160413],,,
127,127,128,,1 hr 28 min,Documentary,6655 Mount Vernon Road (2022),,,,tt27050840,1097127,0,"[99, 10752]","['Documentary', 'War']",tt27050840,[],[],1/1/22,0,88,6655 Mount Vernon Road,1097127,"[3362703, 3954235, 3954236]","[0, 1, 2]",[1709900],,,
128,128,129,,6 min,Comedy Short,Down for Dee (2022),,,,tt21198542,1162674,10000,[35],['Comedy'],tt21198542,[205846],['MindWarp Films'],6/12/22,0,6,Down for Dee,1162674,"[4205711, 1457107, 4205713, 3725528, 4174998]","[0, 1, 2, 3, 4]",[4205715],,,
129,129,130,,1 hr 20 min,Crime,Confessionem (2022),,,,tt18309974,1129911,0,[],[],tt18309974,[],[],3/3/22,0,0,Confessionem,1129911,[],[],[],,,
130,130,131,,1 hr 5 min,Documentary,The Fear of Speed by Elias Schwärzler (2022),,,,tt27051121,1097168,0,[99],['Documentary'],tt27051121,[195298],['Elias Schwärzler'],1/1/22,0,65,The Fear of Speed by Elias Schwärzler,1097168,"[3954288, 3954291, 1555485, 3954293, 3954294, 3954295, 3954296, 3954297, 3954298, 3954299, 3954300, 3954301, 3954302, 3954303, 3954304, 3954305]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[3954294],,,
131,131,132,,40 min,Family Music Short,Learning Songs for Toddlers: Bounce Patrol (2022),,,,tt27051122,1097173,0,"[10751, 10402]","['Family', 'Music']",tt27051122,[194869],['Bounce Patrol Pty. Ltd.'],1/1/22,0,40,Learning Songs for Toddlers: Bounce Patrol,1097173,"[3954314, 3954315, 3954317]","[0, 1, 2]",[3947555],,,
132,132,133,,1 hr 36 min,Drama,"I Do, I Don't (2022)",,,,tt20426938,1097211,0,[18],['Drama'],tt20426938,[141429],['My Production Limited'],5/19/22,0,96,"I Do, I Don't",1097211,"[3954393, 3954394, 3954395]","[0, 1, 2]","[1796675, 2905425]",,,
133,133,134,,4 min,Animation Short,Ask a Cat #3 (2022),,,,tt16976824,933374,0,[16],['Animation'],tt16976824,[],[],1/8/22,0,4,Ask a Cat #3,933374,[3407167],[0],[3330896],,,
134,134,135,,41 min,Documentary Short,The Allure of Antigua: Gem of the Caribbean (2022),,,,tt27051662,1097218,0,[99],['Documentary'],tt27051662,[],[],1/1/22,0,41,The Allure of Antigua: Gem of the Caribbean,1097218,[],[],[3923706],,,
135,135,136,,3 hr 30 min,Comedy,Underground Comics (2022),,,,tt27051765,1097221,0,[35],['Comedy'],tt27051765,[116089],['Clyde Vision Films'],1/1/22,0,210,Underground Comics,1097221,"[3954407, 3954408, 3954409]","[0, 1, 2]",[3954411],,,
136,136,137,,1 hr 29 min,Drama,Through it All (2022),,,,tt27051847,1097235,0,[18],['Drama'],tt27051847,[195309],['APEX Videotech'],1/1/22,0,89,Through it All,1097235,"[3954449, 3954450]","[0, 1]",[3954449],,,
137,137,138,,24 min,Drama Short,Unknown Disease (2022),,,,tt22048536,1097243,10000,[18],['Drama'],tt22048536,[195310],['Bosun Amao Productions'],1/1/22,0,23,Unknown Disease,1097243,[3954477],[0],[3954479],,,
138,138,139,,16 min,Documentary Short,A-Train (2022),,,,tt20958656,1097250,0,[99],['Documentary'],tt20958656,[87518],['Poche Pictures'],5/24/22,0,20,A-Train,1097250,"[3954485, 3500554]","[0, 1]",[1200107],,,
139,139,140,,1 hr 35 min,Drama,Edward and Isabella (2022),,,,tt17072974,998947,0,[18],['Drama'],tt17072974,[],[],8/11/22,0,92,Edward and Isabella,998947,"[3620801, 1445943]","[0, 1]",[3620802],4288.0,4288.0,
140,140,141,,34 min,Comedy Short,Joshua the Ventriloquist: Fleecing the Family (2022),,,,tt27827708,1130024,10000,[35],['Comedy'],tt27827708,[200625],['M Struck Media'],1/1/22,0,34,Joshua the Ventriloquist: Fleecing the Family,1130024,[4074836],[0],[4074839],,,
141,141,142,,11 min,Documentary Drama Short,Where Is the Friend's Home? (2023),,,,tt19580884,966219,0,[],[],tt19580884,[],[],10/30/22,0,11,Where Is the Friend's Home?,966219,[],[],[557856],,,
142,142,143,,40 min,Crime Short,Implosion (2022),,,,tt24999342,1097296,5000,"[80, 28, 12, 18]","['Crime', 'Action', 'Adventure', 'Drama']",tt24999342,[195318],['Runstruck Motion Pictures'],12/21/22,0,40,Implosion,1097296,"[2548660, 3954558, 3954559]","[0, 1, 2]",[2548660],,,
143,143,144,,57 min,Documentary,Miracle Matthew (2022),,,,tt20953222,1097300,0,[99],['Documentary'],tt20953222,[87518],['Poche Pictures'],5/17/22,0,57,Miracle Matthew,1097300,"[1509065, 3954562, 3952144]","[0, 1, 2]",[1200107],,,
144,144,145,,1 hr 34 min,Documentary,Las Abogadas: Attorneys on the Front Lines of the Migrant Crisis (2022),,,,tt28285522,1031765,0,[],[],tt28285522,[],[],10/4/22,0,95,Las Abogadas: Attorneys on the Front Lines of the Migrant Crisis,1031765,[],[],[650890],,,
145,145,146,,30 min,Documentary Short,Mike Quarry (2022),,,,tt20950474,1097307,0,[99],['Documentary'],tt20950474,[87518],['Poche Pictures'],4/30/22,0,30,Mike Quarry,1097307,"[3954570, 3872595, 3230212, 1509065]","[0, 1, 2, 3]",[1200107],,,
146,146,147,,24 min,Documentary Short,The King of Miami Beach (2022),,,,tt20952264,1097308,0,[99],['Documentary'],tt20952264,[87518],['Poche Pictures'],5/3/22,0,24,The King of Miami Beach,1097308,"[3954575, 65605, 2122569]","[0, 1, 2]",[1200107],,,
147,147,148,,1 hr 53 min,Documentary,America Sounds A Red and Blue Amber Alert,,,,tt23831360,1097324,300,[99],['Documentary'],tt23831360,[194167],['Passer Entertainment'],1/1/22,0,151,America Sounds: A Red and Blue Amber Alert,1097324,"[3954596, 3954597, 3954598, 117454]","[0, 1, 2, 3]",[3934960],,,
148,148,149,,28 min,Documentary Short,The Raging Bull (2022),,,,tt20954864,1097326,0,[99],['Documentary'],tt20954864,[87518],['Poche Pictures'],5/29/22,0,28,The Raging Bull,1097326,"[1864067, 552081]","[0, 1]",[1200107],,,
149,149,150,,1 hr 42 min,Documentary,The Elephants and the Grass (2022),,,,tt10239332,1031797,0,[],[],tt10239332,[],[],10/1/22,0,109,The Elephants and the Grass,1031797,[],[],"[2744211, 3727041]",,,
150,150,151,,21 min,Animation Short,Heartland of America Reagan's Room (2022),,,,tt27052732,1097346,0,[16],['Animation'],tt27052732,[194108],['Family Roberto Productions'],1/1/22,0,21,Heartland of America Reagan's Room,1097346,"[2830150, 3954242, 3490153, 3954632]","[0, 1, 2, 3]",[3934165],,,
151,151,152,,1 hr 15 min,Documentary,State of Control (2022),,,,tt27411798,1130117,0,[99],['Documentary'],tt27411798,[],[],11/22/22,0,75,State of Control,1130117,"[2867433, 57975, 4075226]","[0, 1, 2]",[4075227],,,
152,152,153,,31 min,Drama Short,Choices: The Movie (2022),,,,tt27052827,1097368,0,[18],['Drama'],tt27052827,[195327],['Peachville Prouduction'],1/1/22,0,31,Choices: The Movie,1097368,"[3954666, 3954667, 3577214, 3954668]","[0, 1, 2, 3]",[3954669],,,
153,153,154,,,Horror,Shifted (2022),,,,tt14966920,1031833,75000,[27],['Horror'],tt14966920,[183577],['Fable Forest Films'],8/21/22,0,89,Shifted,1031833,"[3727252, 3727253, 3727254, 3727267, 3727268, 3727269, 3029859, 3735354, 3735359, 3727244, 3727245]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[3727244],,,
154,154,155,"May 20, 2022 (Domestic)",1 hr 29 min,Documentary,2000 Mules (2022),D'Souza Media,751755.0,,tt18924506,933554,0,[99],['Documentary'],tt18924506,"[107196, 177482]","[""D'Souza Media"", 'Salem Media Group']",5/20/22,1465513,89,2000 Mules,933554,"[219861, 3528225, 89450, 1428427, 2161106, 551727, 2756880, 3552669, 3552672, 3534266, 2271218, 2294746, 1508927, 1224993, 2235154, 2021453, 1395060, 2352236, 1231765, 33663, 1219276, 1188953]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[219861, 1744296, 2756880]",1465513.0,1465513.0,
155,155,156,,,Drama Horror Thriller,Scuttlers,,,,tt8059694,507582,0,"[27, 18, 53]","['Horror', 'Drama', 'Thriller']",tt8059694,[58956],['Apres Vague Productions'],2/1/22,0,0,Scuttlers,507582,[],[],[1455963],,,
156,156,157,,5 min,Horror Short,The Wrong Parking Lot (2022),,,,tt22863068,1097411,0,[],[],tt22863068,[],[],3/8/22,0,5,The Wrong Parking Lot,1097411,"[2867881, 2867887]","[0, 1]",[2867881],,,
157,157,158,,20 min,Fantasy Short,Jatana (2020),,,,tt11692182,1097415,0,[],[],tt11692182,[],[],10/3/22,0,20,Jatana,1097415,"[2867881, 2867889, 2867887, 3954773]","[0, 1, 2, 3]",[2867881],,,
158,158,159,,,Drama Short,Zora,,,,tt22482542,1031890,20000,[18],['Drama'],tt22482542,[],[],12/31/22,0,0,Zora,1031890,"[3727348, 3727350, 3727351, 3727353, 3727354]","[0, 1, 2, 3, 4]",[3727355],,,
159,159,160,,1 hr 27 min,Drama Horror Mystery Thriller,The Demon's Child (2022),,,,tt14242974,966364,0,[27],['Horror'],tt14242974,[69347],['ITN Distribution'],4/6/22,0,87,The Demon's Child,966364,"[1435168, 3255623, 1861652, 1861649, 3255626]","[0, 1, 2, 3, 4]",[1584550],,,
160,160,161,,27 min,Horror Short,Lit A$$ B!tche$ (2022),,,,tt21041530,1097438,0,[],[],tt21041530,[],[],10/25/22,0,27,Lit A$$ Bitches,1097438,"[3954852, 2867881, 2867887, 2867889, 2981037]","[0, 1, 2, 3, 4]",[2867881],,,
161,161,162,,1 hr 32 min,Documentary,Fire Front (2022),,,,tt18259454,999143,0,[99],['Documentary'],tt18259454,[71767],['Carver Films'],11/3/22,0,92,Fire Front,999143,[],[],[1374174],64.0,64.0,
162,162,163,,1 hr 22 min,Horror,Final Summer (2023),,,,tt12699576,999677,0,[27],['Horror'],tt12699576,[178748],['Swede Films'],10/1/22,0,82,Final Summer,999677,"[64198, 1776160, 1170892, 3623496, 3453076, 1323983, 1666889, 4256410, 4256411, 3713182, 3623498, 3623495, 3297356]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[3271833],,,
163,163,164,,59 min,Comedy,Gilly and Keeves: The Special (2022),,,,tt22376154,1031960,0,"[35, 99]","['Comedy', 'Documentary']",tt22376154,[],[],10/4/22,0,59,Gilly and Keeves: The Special,1031960,"[3231008, 3231009, 3730008, 3277758, 1882502]","[0, 1, 2, 3, 4]",[3231009],,,
164,164,165,"August 4, 2022 (Croatia)",1 hr 34 min,Thriller,Stowaway (2021),,,R,tt8889818,999205,0,[53],['Thriller'],tt8889818,"[6626, 168295, 172495, 207211, 184616, 168294, 207212]","['Voltage Pictures', 'Studio507', 'Identical Pictures', 'Black Box Management', 'New Legend Entertainment', 'Volition Media Partners', 'Bakrr MGMT']",8/31/22,30556,94,Stowaway,999205,"[1246972, 1053422, 81685, 2447500, 2729541, 37149, 2462138, 35619, 3864824, 2874037, 4238376, 4238378, 52115, 4238380, 4238381]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[1462081],30556.0,30556.0,
